,artist_id,name,popularity_1,genres1,female,male
1038,3759,O.T. Genasis,70,"['pop rap', 'rap', 'southern hip hop', 'trap']",44.6,55.4
1039,3770,Borgeous,70,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",57.1,42.9
1040,163,Rakim,68,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",48.8,51.2
1041,1111,The Mountain Goats,68,"['alternative rock', 'anti-folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']",58.6,41.4
1042,210,Eydie Gorme,68,['adult standards'],51.3,48.7
1043,932,Matt Maher,67,"['anthem worship', 'canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",55.7,44.3
1044,924,Lucero,36,"['bachata dominicana', 'dominican pop', 'latin', 'merengue']",47.6,52.4
1045,3072,The Cadillac Three,69,['modern southern rock'],47.6,52.4
1046,759,Ratt,64,"['ccm', 'christian music', 'world worship', 'worship']",48.8,51.2
1047,856,Broken Bells,63,"['modern blues rock', 'modern hard rock', 'rock']",58.5,41.5
1048,2458,Easton Corbin,68,"['contemporary country', 'country', 'country road', 'modern country rock']",47.6,52.4
1049,2489,Hilary Duff,64,"['dance pop', 'pop', 'post-teen pop']",55.3,44.7
1050,3116,Patrick Doyle,60,"['british soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack']",46.2,53.8
1051,100,Matt Stell,68,"['arkansas country', 'contemporary country', 'country pop']",50.8,49.2
1052,1471,Movado,2,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",52.2,47.8
1053,2249,Raelynn,64,"['contemporary country', 'country', 'country pop', 'deep talent show']",55.6,44.4
1054,162,Matt Nathanson,75,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock']",60.8,39.2
1055,2281,Circa Waves,58,"['english indie rock', 'indie surf', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",43.8,56.2
1056,3438,Public Enemy,51,"['country rap', 'military rap', 'redneck']",41.2,58.8
1057,2382,Primal Scream,48,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",47.1,52.9
1058,3264,Anne Murray,62,"['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'folk rock', 'mellow gold', 'soft rock']",60.5,39.5
1059,3367,Z-Ro,54,"['chopped and screwed', 'dirty south rap', 'gangster rap', 'houston rap', 'southern hip hop']",60.2,39.8
1060,39,Violent Femmes,74,"['acoustic punk', 'alternative rock', 'punk', 'rock']",51.4,48.6
1061,2329,Phoebe Ryan,74,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",54.4,45.6
1062,2000,Il Volo,28,"['classic italian pop', 'italian adult pop', 'italian pop rock']",41.1,58.9
1063,1267,Phish,56,"['blues rock', 'jam band', 'pop rock']",52.7,47.3
1064,2737,O.A.R.,66,"['acoustic pop', 'jam band', 'neo mellow', 'pop rock']",40.2,59.8
1065,3751,Joss Stone,67,"['british soul', 'neo soul']",45.7,54.3
1066,3489,Courtney Barnett,60,"['art pop', 'australian indie', 'indie pop', 'indie rock', 'melbourne indie']",57.6,42.4
1067,2719,Joe Walsh,70,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'symphonic rock']",44.8,55.2
1068,1273,The Band Perry,73,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",46.0,54.0
1069,74,Blues Traveler,70,"['alternative rock', 'blues rock', 'jam band', 'mellow gold', 'pop rock', 'rock']",42.9,57.1
1070,2269,Villagers,67,"['chamber pop', 'indie folk', 'indie rock', 'stomp and holler']",46.0,54.0
1071,96,Joy Crookes,67,"['alternative r&b', 'indie soul', 'uk contemporary r&b']",41.8,58.2
1072,364,Gramatik,63,"['downtempo', 'jazz boom bap', 'jazztronica', 'livetronica', 'nu jazz', 'slovenian electronic', 'trip hop']",49.2,50.8
1073,1223,Martina McBride,65,"['contemporary country', 'country', 'country dawn', 'country road']",55.9,44.1
1074,2132,Seinabo Sey,68,"['swedish electropop', 'swedish pop', 'swedish soul']",44.7,55.3
1075,1347,Justine Skye,77,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",54.7,45.3
1076,1372,Timeflies,59,"['dance pop', 'indie pop rap', 'indie poptimism', 'pop', 'pop dance', 'pop rap', 'pop rock', 'post-teen pop', 'tropical house']",41.2,58.8
1077,529,Black Label Society,67,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'rock']",48.5,51.5
1078,561,Serj Tankian,67,"['alternative metal', 'nu metal']",43.6,56.4
1079,32,Ryan Adams,58,"['alternative country', 'folk', 'neo mellow', 'new americana', 'pop rock', 'roots rock', 'singer-songwriter', 'stomp and holler']",46.7,53.3
1080,568,Aquilo,69,"['indie folk', 'vapor soul']",41.9,58.1
1081,3740,Grizzly Bear,75,"['alternative dance', 'art pop', 'baroque pop', 'brooklyn indie', 'chillwave', 'dream pop', 'indie pop', 'indie rock', 'modern rock', 'new weird america', 'stomp and holler']",48.8,51.2
1082,411,Laura Marling,62,"['art pop', 'british folk', 'british singer-songwriter', 'chamber pop', 'indie folk', 'indie pop', 'singer-songwriter', 'stomp and holler']",40.8,59.2
1083,2831,Breathe Carolina,65,"['electropowerpop', 'neon pop punk', 'pop dance', 'pop punk', 'screamo', 'trancecore']",44.2,55.8
1084,927,Kero Kero Bonito,73,"['art pop', 'escape room', 'hyperpop', 'japanese electropop']",56.6,43.4
1085,930,India Arie,49,"['high vibe', 'neo soul', 'r&b', 'urban contemporary']",43.3,56.7
1086,931,Newsboys,66,"['ccm', 'christian alternative rock', 'christian music', 'worship']",43.4,56.6
1087,940,Fuel,65,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",59.3,40.7
1088,396,Keith Sweat,68,"['contemporary r&b', 'funk', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",50.4,49.6
1089,899,Marian Hill,62,"['electropop', 'indie poptimism']",41.9,58.1
1090,618,Thrice,64,"['post-hardcore', 'screamo']",54.7,45.3
1091,728,Ween,68,['alternative rock'],42.4,57.6
1092,446,Kiesza,57,"['electropop', 'pop edm']",60.5,39.5
1093,1166,Tove Styrke,59,"['electropop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",54.1,45.9
1094,686,Jill Scott,62,"['funk', 'high vibe', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",51.3,48.7
1095,1687,HIM,80,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",40.8,59.2
1096,1118,Matt Redman,69,"['ccm', 'christian alternative rock', 'christian music', 'uk worship', 'world worship', 'worship']",43.1,56.9
1097,1017,Santigold,62,"['alternative dance', 'electropop', 'escape room', 'indietronica', 'new rave']",52.7,47.3
1098,285,Block B,75,['dfw rap'],49.6,50.4
1099,341,Bright Eyes,73,"['anti-folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",49.7,50.3
1100,1035,Razorlight,52,"['britpop', 'modern rock', 'pop rock', 'rock']",58.9,41.1
1101,2315,Le Youth,65,"['edm', 'house', 'nu disco', 'pop dance', 'tropical house', 'vapor soul']",58.3,41.7
1102,3660,Sizzla,56,"['dancehall', 'lovers rock', 'modern reggae', 'reggae', 'reggae fusion', 'roots reggae']",49.5,50.5
1103,2526,Broods,61,"['edm', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']",50.9,49.1
1104,2113,Opeth,57,"['alternative metal', 'metal', 'progressive death metal', 'progressive metal', 'rock', 'swedish metal', 'swedish progressive metal']",59.1,40.9
1105,2058,Siouxsie and the Banshees,64,"['alternative rock', 'dream pop', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'uk post-punk']",60.8,39.2
1106,2019,Hank Williams,70,"['country', 'country road', 'country rock', 'outlaw country']",56.8,43.2
1107,2023,Zero 7,65,"['downtempo', 'electronica', 'nu jazz', 'trip hop']",46.8,53.2
1108,2346,Joywave,65,"['metropopolis', 'modern alternative rock', 'modern rock']",56.0,44.0
1109,2369,Beirut,63,"['albuquerque indie', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'stomp and holler']",56.9,43.1
1110,2196,The Civil Wars,68,['pop'],54.7,45.3
1111,1842,Yanni,60,['new age'],46.1,53.9
1112,2604,Secondhand Serenade,65,"['neo mellow', 'piano rock', 'pixie', 'pop punk', 'pop rock']",58.5,41.5
1113,2506,Madeon,69,"['complextro', 'edm', 'progressive electro house']",57.8,42.2
1114,361,Flying Lotus,66,"['afrofuturism', 'alternative hip hop', 'electronica', 'escape room', 'experimental hip hop', 'glitch', 'glitch hop', 'hip hop', 'intelligent dance music', 'jazztronica', 'psychedelic hip hop', 'wonky']",55.3,44.7
1115,2242,Trinidad James,66,"['dance pop', 'pop r&b', 'pop rap', 'r&b', 'trap', 'urban contemporary']",53.0,47.0
1116,1165,Tegan and Sara,64,"['canadian indie', 'indie pop', 'indie poptimism', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']",57.1,42.9
1117,2472,Play-N-Skillz,60,"['chicano rap', 'pop rap']",46.0,54.0
1118,689,Spoon,70,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",56.6,43.4
1119,2903,Bobby V,70,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",41.5,58.5
1120,2446,Musiq Soulchild,66,"['contemporary r&b', 'dance pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",42.2,57.8
1121,3201,Apocalyptica,65,"['alternative metal', 'bow pop', 'cello', 'finnish metal']",48.6,51.4
1122,152,Joe Bonamassa,57,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock']",42.5,57.5
1123,161,Pandora,88,"['funk carioca', 'funk consciente', 'funk ostentacao']",60.7,39.3
1124,2722,Dash Berlin,61,"['big room', 'dutch trance', 'edm', 'pop dance', 'progressive house', 'trance', 'uplifting trance']",48.0,52.0
1125,1136,Patti Smith,73,"['art punk', 'art rock', 'folk rock', 'permanent wave', 'protopunk', 'rock']",56.7,43.3
1126,2820,Steve Angello,54,"['disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",53.1,46.9
1127,2050,Pegboard Nerds,58,"['brostep', 'danish electronic', 'edm', 'electro house', 'gaming edm', 'glitch', 'speedrun']",47.9,52.1
1128,182,KT Tunstall,76,"['acoustic pop', 'lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']",48.2,51.8
1129,3555,Danny Gokey,62,"['ccm', 'christian music', 'idol']",57.8,42.2
1130,97,Layton Greene,72,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",55.4,44.6
1131,2641,Gordon Lightfoot,70,"['album rock', 'canadian country', 'canadian singer-songwriter', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",50.2,49.8
1132,127,2CELLOS,62,"['glee club', 'hollywood', 'post-teen pop']",44.9,55.1
1133,2674,Trick Daddy,71,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",47.2,52.8
1134,2212,Cody Simpson,73,"['australian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",42.6,57.4
1135,2045,Hiatus Kaiyote,60,"['alternative r&b', 'australian r&b', 'indie jazz', 'indie soul', 'shiver pop']",40.5,59.5
1136,2111,Kristian Bush,41,['contemporary country'],50.1,49.9
1137,1256,Michael W. Smith,63,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",47.8,52.2
1138,2101,PJ Harvey,68,"['alternative rock', 'art pop', 'art rock', 'indie rock', 'melancholia', 'permanent wave', 'piano rock', 'pop rock', 'rock', 'singer-songwriter']",53.8,46.2
1139,399,Houndmouth,72,"['deep new americana', 'indie folk', 'modern folk rock', 'modern rock', 'new americana', 'rock', 'stomp and holler']",45.3,54.7
1140,692,Tritonal,66,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']",59.2,40.8
1141,1928,Rittz,67,"['atl hip hop', 'country rap', 'pop rap', 'southern hip hop']",46.2,53.8
1142,1936,Morcheeba,48,"['big beat', 'downtempo', 'electronica', 'nu jazz', 'trip hop']",52.7,47.3
1143,1942,Jesus Culture,59,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",41.1,58.9
1144,562,Cobra Starship,74,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']",50.3,49.7
1145,2402,Primus,65,"['alternative metal', 'alternative rock', 'comic', 'funk metal', 'funk rock', 'nu metal', 'rap rock', 'rock']",60.7,39.3
1146,41,Moody Blues,73,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'country rock', 'flute rock', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",40.9,59.1
1147,2400,Jethro Tull,67,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",55.6,44.4
1148,1802,Angel Olsen,67,"['alternative americana', 'art pop', 'dream pop', 'indie pop', 'indie rock']",55.0,45.0
1149,1479,N.E.R.D.,65,"['hip hop', 'virginia hip hop']",54.8,45.2
1150,1766,Texas,75,['neo-psychedelic'],47.4,52.6
1151,3649,Goldfinger,68,"['pop punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']",50.0,50.0
1152,3533,Pink Martini,60,"['adult standards', 'lounge', 'vocal jazz']",44.9,55.1
1153,845,The Story So Far,63,"['alternative emo', 'anthem emo', 'emo', 'pop punk', 'rock']",47.4,52.6
1154,1511,Sonic Youth,62,"['alternative rock', 'art rock', 'indie rock', 'new wave', 'noise pop', 'noise rock', 'post-punk', 'rock']",44.6,55.4
1155,1502,Valentino Khan,66,"['aussietronica', 'edm', 'electra', 'electro house', 'electronic trap', 'electropop', 'escape room', 'indietronica', 'vapor twitch']",59.2,40.8
1156,1608,Bette Midler,69,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",41.3,58.7
1157,320,Brand New,70,"['acoustic pop', 'indiecoustica', 'lds youth', 'neo mellow', 'piano rock', 'pop rock']",59.8,40.2
1158,322,Slim Thug,61,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",42.9,57.1
1159,372,Itzhak Perlman,4,"['classical', 'classical era']",44.1,55.9
1160,1394,Montell Jordan,67,"['contemporary r&b', 'hip hop', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",56.0,44.0
1161,280,City and Colour,65,"['canadian folk', 'canadian indie']",56.8,43.2
1162,2939,Christine and the Queens,67,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",43.0,57.0
1163,2046,Rancid,67,"['punk', 'rap rock', 'ska', 'ska punk', 'skate punk']",53.7,46.3
1164,3171,Akwid,66,"['chicano rap', 'latin hip hop', 'mexican hip hop']",52.4,47.6
1165,1018,Caribou,67,"['hip hop', 'kansas city hip hop', 'pop rap']",55.3,44.7
1166,1469,Terrace Martin,72,"['alternative r&b', 'indie soul']",51.8,48.2
1167,2632,Juvenile,72,"['bounce', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",57.8,42.2
1168,1773,Psy,81,"['dfw rap', 'melodic rap', 'rap']",46.9,53.1
1169,1587,iloveMakonnen,72,"['emo rap', 'lgbtq+ hip hop']",48.7,51.3
1170,1274,Bun B,63,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",46.9,53.1
1171,1224,Lonestar,74,"['contemporary country', 'country', 'country road']",46.6,53.4
1172,1513,Tokio Hotel,69,"['dance pop', 'edm', 'german dance', 'pop dance', 'slap house', 'tropical house']",48.6,51.4
1173,1750,DragonForce,67,"['british power metal', 'metal', 'power metal', 'speed metal']",60.1,39.9
1174,1039,Echosmith,75,"['dance pop', 'indie poptimism', 'pop rock']",52.9,47.1
1175,1137,Michael Calfan,61,"['dance pop', 'deep groove house', 'deep house', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",40.0,60.0
1176,1146,Conway Twitty,64,"['arkansas country', 'country', 'country rock']",54.9,45.1
1177,1152,Mudvayne,72,"['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",51.9,48.1
1178,2174,Savage,76,"['dance pop', 'houston rap', 'pop', 'trap queen']",46.8,53.2
1179,331,Zella Day,71,"['alt z', 'electropop', 'gauze pop', 'indie poptimism', 'pop']",40.0,60.0
1180,1905,Enigma,59,"['art pop', 'dance pop', 'pop']",51.7,48.3
1181,318,Beenie Man,62,"['dancehall', 'reggae fusion', 'soca']",53.7,46.3
1182,3577,Fiona Apple,65,"['art pop', 'chamber pop', 'dark pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']",42.5,57.5
1183,3303,Emmylou Harris,58,"['country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'mellow gold', 'roots rock', 'singer-songwriter']",44.8,55.2
1184,615,Wheatus,75,['pop rock'],41.0,59.0
1185,1088,The Amity Affliction,63,"['australian metalcore', 'melodic metalcore', 'metalcore']",60.3,39.7
1186,1562,Roscoe Dash,80,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",44.3,55.7
1187,1558,Engelbert Humperdinck,69,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",56.4,43.6
1188,13,Bloc Party,65,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",50.9,49.1
1189,1655,Austin Mahone,74,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",44.2,55.8
1190,1624,Vince Gill,64,"['country', 'country rock', 'oklahoma country']",41.4,58.6
1191,3362,Flatbush Zombies,61,"['escape room', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']",56.5,43.5
1192,2217,SoMo,0,"['latin', 'reggaeton', 'trap latino']",51.5,48.5
1193,1602,The O'Jays,73,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",51.5,48.5
1194,436,Buffalo Springfield,78,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",47.8,52.2
1195,2925,DJ Drama,71,"['hip hop', 'rap']",55.8,44.2
1196,2453,Collective Soul,73,"['alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",47.6,52.4
1197,3480,Josh Groban,60,"['adult standards', 'operatic pop']",60.6,39.4
1198,1232,The Vaccines,64,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",47.8,52.2
1199,1944,Steve Earle,70,"['alternative country', 'country rock', 'folk', 'heartland rock', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country']",49.8,50.2
1200,937,Anthem Lights,64,"['ccm', 'christian alternative rock', 'christian music', 'viral pop', 'worship']",47.5,52.5
1201,2054,Pop Evil,65,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']",48.3,51.7
1202,2094,Panama,75,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",52.6,47.4
1203,916,Carnage,55,"['deathcore', 'deathstep', 'melodic metalcore', 'metalcore', 'trancecore']",43.1,56.9
1204,708,Eddie Money,73,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",40.4,59.6
1205,2380,Four Tet,64,"['classic dubstep', 'electronica', 'hauntology', 'microhouse', 'uk bass']",57.0,43.0
1206,2558,David Crowder Band,64,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'roots worship', 'worship']",47.0,53.0
1207,3031,El Gran Combo de Puerto Rico,64,"['salsa', 'salsa puertorriquena', 'tropical']",50.2,49.8
1208,79,Walk Off the Earth,59,"['canadian rock', 'pop rock']",45.5,54.5
1209,2954,Nitty Gritty Dirt Band,73,"['country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",41.6,58.4
1210,2239,Sampha,63,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",53.6,46.4
1211,804,Moguai,62,"['edm', 'electro house', 'german techno', 'house', 'pop dance', 'progressive electro house', 'progressive house']",60.1,39.9
1212,822,Route 94,76,"['deep groove house', 'house', 'pop dance', 'uk dance']",41.8,58.2
1213,3630,Sevyn Streeter,75,"['alternative r&b', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen', 'urban contemporary']",47.4,52.6
1214,3655,Mat Kearney,66,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock', 'stomp and holler']",51.7,48.3
1215,687,Big K.R.I.T.,65,"['alternative hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",54.3,45.7
1216,735,Curtis Mayfield,73,"['chicago soul', 'classic soul', 'funk', 'soul']",54.2,45.8
1217,2842,AFI,75,"['emo', 'pop punk', 'punk', 'screamo', 'skate punk']",46.5,53.5
1218,1598,Rowdy Rebel,61,"['atl hip hop', 'atl trap', 'ohio hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",43.6,56.4
1219,2121,Local Natives,68,"['indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'pop rock', 'stomp and holler', 'vapor soul']",41.4,58.6
1220,2982,Alter Bridge,70,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",52.4,47.6
1221,2119,Wolfmother,71,"['alternative rock', 'australian psych', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock']",47.8,52.2
1222,92,Cautious Clay,71,"['alternative r&b', 'chill r&b', 'indie r&b', 'nyc pop']",59.2,40.8
1223,90,Babyjake,75,['pop rap'],55.5,44.5
1224,2675,Sarah McLachlan,70,"['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'lilith', 'neo mellow', 'permanent wave', 'pop rock']",49.6,50.4
1225,904,Sharon Van Etten,68,"['art pop', 'chamber pop', 'dream pop', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'new jersey indie', 'stomp and holler']",41.2,58.8
1226,3322,Marty Robbins,71,"['cowboy western', 'nashville sound']",60.3,39.7
1227,2973,Phillip Phillips,72,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']",58.8,41.2
1228,3317,Three Dog Night,73,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",51.2,48.8
1229,141,LCD Soundsystem,67,"['alternative dance', 'alternative rock', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']",57.6,42.4
1230,1456,Anthony Hamilton,66,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",54.0,46.0
1231,1482,Wiley,66,"['grime', 'uk hip hop']",41.8,58.2
1232,1477,Gang Starr,68,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",45.3,54.7
1233,102,NSG,82,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",50.2,49.8
1234,2272,"Crosby, Stills, Nash & Young",20,"['canadian pop', 'canadian rock', 'comic', 'pop rock']",45.8,54.2
1235,2494,Misterwives,75,"['electropop', 'indie poptimism', 'modern rock', 'nyc pop', 'pop rock']",40.8,59.2
1236,2189,NOFX,62,"['punk', 'skate punk', 'socal pop punk']",58.0,42.0
1237,1218,Young Buck,65,"['crunk', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'nashville hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",52.0,48.0
1238,2497,Hot Chelle Rae,78,"['dance pop', 'dance rock', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",49.8,50.2
1239,1020,Tom Waits,65,"['folk', 'folk rock', 'singer-songwriter']",60.5,39.5
1240,3168,Hunter Hayes,72,"['contemporary country', 'country', 'country road', 'modern country rock', 'pop', 'post-teen pop']",44.4,55.6
1241,1047,Wilco,68,"['alternative country', 'alternative rock', 'chicago indie', 'folk', 'indie pop', 'indie rock', 'pop rock', 'rock', 'roots rock', 'stomp and holler']",52.9,47.1
1242,509,Metric,60,[],42.8,57.2
1243,3170,Bad Religion,67,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",50.9,49.1
1244,1056,Ingrid Michaelson,66,"['acoustic pop', 'ectofolk', 'lilith', 'neo mellow', 'pop rock']",46.0,54.0
1245,1079,Bad Company,72,"['alternative metal', 'groove metal', 'nu metal']",50.7,49.3
1246,302,Angels & Airwaves,60,"['pop punk', 'socal pop punk']",47.6,52.4
1247,1326,The B-52's,75,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']",49.6,50.4
1248,348,Portishead,73,"['dark pop', 'electronica', 'laboratorio', 'trip hop']",44.9,55.1
1249,333,David Gray,73,"['neo mellow', 'permanent wave', 'pop rock']",56.1,43.9
1250,2177,Drowning Pool,77,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",56.1,43.9
1251,3124,Melody Gardot,65,"['adult standards', 'contemporary vocal jazz', 'lounge', 'soul', 'vocal jazz']",50.5,49.5
1252,1243,Passion Pit,73,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'pop rock', 'shimmer pop']",53.7,46.3
1253,2180,Damien Rice,58,"['acoustic pop', 'irish rock', 'irish singer-songwriter', 'neo mellow', 'singer-songwriter']",47.2,52.8
1254,3129,Cold War Kids,70,"['alternative rock', 'indie pop', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'piano rock', 'pop rock', 'rock', 'stomp and holler']",51.5,48.5
1255,398,Bjork,55,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'pop rock', 'trip hop']",46.8,53.2
1256,1258,Charlie Wilson,71,"['hip hop', 'rap']",57.1,42.9
1257,3455,Mick Jenkins,66,"['chicago rap', 'conscious hip hop', 'drill', 'hip hop', 'rap', 'underground hip hop']",56.2,43.8
1258,3509,Die Antwoord,68,"['african rock', 'south african alternative', 'south african hip hop']",42.1,57.9
1259,2084,Bonnie Raitt,70,"['classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",56.9,43.1
1260,3444,Regina Spektor,79,"['indie pop', 'lilith', 'piano rock']",55.0,45.0
